"submission_date","state","tot_cases","conf_cases","prob_cases","new_case","pnew_case","tot_death","conf_death","prob_death","new_death","pnew_death","created_at","consent_cases","consent_deaths","consent_cases.boolean","consent_deaths.boolean","season"
2021-09-22,"MD",522355,NA,NA,1145,0,10372,10145,227,18,0,2021-09-24,"N/A","Agree",NA,TRUE,"fall"
2021-03-11,"NH",77764,NA,NA,301,131,1191,NA,NA,4,2,2021-03-12,"Not agree","Not agree",FALSE,FALSE,"winter"
2020-01-29,"ME",0,0,0,0,0,0,0,0,0,0,2020-01-31,"Agree","Agree",TRUE,TRUE,"winter"
2021-12-08,"WA",787106,NA,NA,1234,315,9497,NA,NA,37,0,2021-12-10,"N/A","N/A",NA,NA,"fall"
2022-01-25,"MS",699002,399062,299940,4909,2422,10755,7200,3555,21,5,2022-01-26,"Agree","Agree",TRUE,TRUE,"winter"
2021-02-03,"GU",7622,NA,NA,4,0,129,NA,NA,0,0,2021-02-04,"Not agree","Not agree",FALSE,FALSE,"winter"
2020-03-14,"NE",15,NA,NA,2,0,0,NA,NA,0,0,2020-03-16,"Not agree","Not agree",FALSE,FALSE,"winter"
2020-09-25,"IL",286374,283885,2489,2805,291,8807,8563,244,33,8,2020-09-26,"Agree","Agree",TRUE,TRUE,"fall"
2022-01-14,"NV",572769,549198,23571,6858,762,8627,NA,NA,21,0,2022-01-15,"Agree","",TRUE,NA,"winter"
2021-05-20,"CT",346154,317061,29093,206,29,8208,6755,1453,4,1,2021-05-21,"Agree","Agree",TRUE,TRUE,"spring"
2020-04-25,"NH",1787,NA,NA,67,0,60,NA,NA,7,0,2020-05-25,"Not agree","Not agree",FALSE,FALSE,"spring"
2021-10-29,"IN",1018638,NA,NA,1916,0,16679,16130,549,17,0,2021-10-29,"Not agree","Agree",FALSE,TRUE,"fall"
2020-04-17,"ME",846,843,3,19,0,29,29,0,2,0,2020-04-19,"Agree","Agree",TRUE,TRUE,"spring"
2020-02-26,"WA",1,NA,NA,0,0,0,NA,NA,0,0,2020-02-28,"N/A","N/A",NA,NA,"winter"
2022-02-25,"MT",265797,207723,58074,620,147,3172,3172,0,10,0,2022-02-26,"Agree","Agree",TRUE,TRUE,"winter"
2022-02-05,"ID",391067,306841,84226,1352,213,4479,3673,806,1,1,2022-02-07,"Agree","Agree",TRUE,TRUE,"winter"
2020-06-21,"NE",17682,NA,NA,98,0,244,NA,NA,0,0,2020-06-23,"Not agree","Not agree",FALSE,FALSE,"summer"
2022-01-06,"VT",66232,NA,NA,2042,235,459,NA,NA,0,0,2022-01-08,"Not agree","Not agree",FALSE,FALSE,"winter"
2021-04-23,"ND",106656,98817,7839,119,62,1486,NA,NA,0,0,2021-04-24,"Agree","Not agree",TRUE,FALSE,"spring"
2021-08-18,"AL",646323,493541,152782,3793,1002,12546,9912,2634,78,20,2021-08-20,"Agree","Agree",TRUE,TRUE,"summer"
2021-05-26,"NE",223354,NA,NA,46,0,2249,NA,NA,0,0,2021-05-28,"Not agree","Not agree",FALSE,FALSE,"spring"
2022-01-07,"MS",586547,333351,253196,6774,2776,10527,7042,3485,16,6,2022-01-08,"Agree","Agree",TRUE,TRUE,"winter"
2020-09-05,"NV",71353,71102,251,390,0,1421,NA,NA,17,4,2020-09-06,"Agree","",TRUE,NA,"summer"
2020-06-09,"WI",21308,21308,0,270,0,661,661,0,15,0,2020-06-10,"Agree","Agree",TRUE,TRUE,"spring"
2021-03-18,"CT",295484,274543,20941,1156,116,7822,6436,1386,15,-1,2021-03-19,"Agree","Agree",TRUE,TRUE,"winter"
2022-03-04,"NH",299213,NA,NA,220,0,2402,NA,NA,4,0,2022-03-05,"Not agree","Not agree",FALSE,FALSE,"winter"
2021-05-07,"MD",452035,NA,NA,768,0,9434,9220,214,10,0,2021-05-09,"N/A","Agree",NA,TRUE,"spring"
2022-02-13,"MO",1373439,NA,NA,0,0,17987,NA,NA,0,0,2022-02-14,"Not agree","Not agree",FALSE,FALSE,"winter"
2020-03-16,"VI",2,NA,NA,1,NA,0,NA,NA,0,NA,2020-03-26,"","",NA,NA,"winter"
2020-04-21,"ND",644,644,0,17,0,13,NA,NA,0,0,2020-04-21,"Agree","Not agree",TRUE,FALSE,"spring"
2022-02-17,"IN",1672761,NA,NA,1462,0,22426,21568,858,49,5,2022-02-18,"Not agree","Agree",FALSE,TRUE,"winter"
2020-10-07,"GU",2934,NA,NA,66,1,57,NA,NA,2,0,2020-10-08,"Not agree","Not agree",FALSE,FALSE,"fall"
2021-10-31,"IN",1018638,NA,NA,0,0,16729,16177,552,0,0,2021-10-31,"Not agree","Agree",FALSE,TRUE,"fall"
2021-06-24,"WI",677186,612445,64741,138,22,8092,7273,819,15,3,2021-06-25,"Agree","Agree",TRUE,TRUE,"summer"
2021-11-16,"NC",1501839,1269270,232569,1701,466,18738,16491,2247,18,3,2021-11-16,"Agree","Agree",TRUE,TRUE,"fall"
2020-11-13,"AL",213968,181542,32426,2241,571,4884,4171,713,25,6,2020-11-15,"Agree","Agree",TRUE,TRUE,"fall"
2021-05-13,"VI",3261,NA,NA,5,0,27,NA,NA,0,0,2021-05-14,"","",NA,NA,"spring"
2021-10-19,"VI",7085,NA,NA,6,0,78,NA,NA,0,0,2021-10-20,"","",NA,NA,"fall"
2021-01-31,"MI",653662,596849,56813,1000,185,15824,14878,946,55,4,2021-02-01,"Agree","Agree",TRUE,TRUE,"winter"
2022-02-25,"WI",1570460,1380047,190413,787,53,13256,11887,1369,33,9,2022-02-26,"Agree","Agree",TRUE,TRUE,"winter"
2020-04-05,"NE",375,NA,NA,45,0,8,NA,NA,0,0,2020-04-07,"Not agree","Not agree",FALSE,FALSE,"spring"
2021-04-01,"NV",304112,304112,0,350,0,5256,NA,NA,7,0,2021-04-02,"Agree","",TRUE,NA,"spring"
2021-05-12,"ID",189586,151802,37784,225,58,2064,1802,262,6,0,2021-05-13,"Agree","Agree",TRUE,TRUE,"spring"
2021-03-21,"WA",354697,NA,NA,681,98,5174,NA,NA,0,0,2021-03-23,"N/A","N/A",NA,NA,"spring"
2020-09-07,"DE",18436,17464,972,62,0,609,537,72,0,0,2020-09-09,"Agree","Agree",TRUE,TRUE,"summer"
2021-03-16,"GU",7776,NA,NA,3,0,134,NA,NA,0,0,2021-03-17,"Not agree","Not agree",FALSE,FALSE,"winter"
2020-06-02,"CA",115310,115310,0,2304,0,4127,4127,0,47,0,2020-06-04,"Agree","Agree",TRUE,TRUE,"spring"
2021-06-21,"MI",1001591,896277,105314,184,30,20979,19725,1254,11,0,2021-06-22,"Agree","Agree",TRUE,TRUE,"summer"
2020-02-13,"VI",0,NA,NA,0,NA,0,NA,NA,0,NA,2020-03-26,"","",NA,NA,"winter"
2021-04-29,"MS",312781,191617,121164,209,88,7309,5045,2264,3,0,2021-05-01,"Agree","Agree",TRUE,TRUE,"spring"
2021-06-01,"GU",8187,NA,NA,14,7,139,NA,NA,0,0,2021-06-02,"Not agree","Not agree",FALSE,FALSE,"spring"
2021-03-30,"ID",180076,144723,35353,313,116,1957,1706,251,0,0,2021-03-31,"Agree","Agree",TRUE,TRUE,"spring"
2021-07-19,"VI",4215,NA,NA,15,0,32,NA,NA,0,0,2021-07-20,"","",NA,NA,"summer"
2021-03-26,"CA",3555915,3555915,0,2608,0,57336,57336,0,245,0,2021-03-28,"Agree","Agree",TRUE,TRUE,"spring"
2020-03-07,"MI",189,189,0,48,0,1,0,1,0,0,2020-03-08,"Agree","Agree",TRUE,TRUE,"winter"
2021-10-19,"GU",17276,NA,NA,122,0,226,NA,NA,0,0,2021-10-20,"Not agree","Not agree",FALSE,FALSE,"fall"
2021-03-27,"CT",305210,282328,22882,0,0,7865,6463,1402,0,0,2021-03-28,"Agree","Agree",TRUE,TRUE,"spring"
2021-12-20,"ND",169988,139781,30207,553,252,1990,NA,NA,10,0,2021-12-21,"Agree","Not agree",TRUE,FALSE,"fall"
2021-12-08,"IN",1140151,NA,NA,5253,0,17909,17310,599,80,0,2021-12-09,"Not agree","Agree",FALSE,TRUE,"fall"
2022-01-26,"NC",2362048,1985998,376050,22079,5014,21108,18510,2598,90,19,2022-01-26,"Agree","Agree",TRUE,TRUE,"winter"
2020-11-01,"NC",275869,263968,11901,1980,66,4767,4656,111,34,3,2020-11-01,"Agree","Agree",TRUE,TRUE,"fall"
2020-03-25,"WA",2528,NA,NA,276,0,132,NA,NA,9,0,2020-03-27,"N/A","N/A",NA,NA,"spring"
2022-03-09,"CA",9007008,8419654,587354,4985,0,86025,NA,NA,171,0,2022-03-10,"Agree","Not agree",TRUE,FALSE,"winter"
2020-06-19,"WI",26852,24154,2698,310,32,736,730,6,11,0,2020-06-20,"Agree","Agree",TRUE,TRUE,"spring"
2020-10-29,"NC",268820,257678,11142,2818,250,4658,4555,103,50,4,2020-10-29,"Agree","Agree",TRUE,TRUE,"fall"
2021-11-07,"MS",506556,290204,216352,0,0,10148,6792,3356,0,0,2021-11-08,"Agree","Agree",TRUE,TRUE,"fall"
2020-03-31,"MI",19903,19421,482,1398,44,558,514,44,116,5,2020-04-01,"Agree","Agree",TRUE,TRUE,"spring"
2020-02-07,"IL",2,NA,NA,0,NA,0,NA,NA,0,NA,2020-03-26,"Agree","Agree",TRUE,TRUE,"winter"
2020-07-30,"VT",1293,NA,NA,1,0,57,NA,NA,0,0,2020-08-01,"Not agree","Not agree",FALSE,FALSE,"summer"
2022-03-09,"MI",2369853,2064093,305760,1112,269,35135,32374,2761,128,16,2022-03-10,"Agree","Agree",TRUE,TRUE,"winter"
2021-04-03,"CT",313956,289591,24365,0,0,7904,6497,1407,0,0,2021-04-04,"Agree","Agree",TRUE,TRUE,"spring"
2021-05-24,"IL",1376441,1376441,0,933,0,25011,22633,2378,10,0,2021-05-25,"Agree","Agree",TRUE,TRUE,"spring"
2020-06-28,"NE",18797,NA,NA,97,0,267,NA,NA,0,0,2020-06-30,"Not agree","Not agree",FALSE,FALSE,"summer"
2021-09-21,"MT",142513,124246,18267,1174,252,1901,1901,0,14,0,2021-09-22,"Agree","Agree",TRUE,TRUE,"summer"
2020-11-13,"CT",88645,82854,5791,2746,108,4737,3807,930,11,2,2020-11-14,"Agree","Agree",TRUE,TRUE,"fall"
2021-09-05,"GU",11293,NA,NA,1,0,151,NA,NA,0,0,2021-09-06,"Not agree","Not agree",FALSE,FALSE,"summer"
2020-11-03,"NV",103025,103025,0,911,0,1807,NA,NA,23,0,2020-11-04,"Agree","",TRUE,NA,"fall"
2022-02-07,"ME",219319,159338,59981,580,215,1804,1650,154,0,0,2022-02-09,"Agree","Agree",TRUE,TRUE,"winter"
2021-05-17,"MS",316131,193649,122482,235,98,7382,5094,2288,7,2,2021-05-19,"Agree","Agree",TRUE,TRUE,"spring"
2021-07-30,"NC",1044292,890933,153359,3572,710,13831,12195,1636,10,1,2021-07-30,"Agree","Agree",TRUE,TRUE,"summer"
2021-05-26,"IL",1378388,1378388,0,1139,0,25057,22676,2381,28,2,2021-05-27,"Agree","Agree",TRUE,TRUE,"spring"
2020-09-02,"MS",87901,82238,5663,723,141,2902,2692,210,16,5,2020-09-04,"Agree","Agree",TRUE,TRUE,"summer"
2020-02-06,"ME",0,0,0,0,0,0,0,0,0,0,2020-02-08,"Agree","Agree",TRUE,TRUE,"winter"
2021-12-24,"IL",2042433,2042433,0,21131,0,30566,27435,3131,0,0,2021-12-25,"Agree","Agree",TRUE,TRUE,"winter"
2021-01-17,"MI",630809,577732,53077,1470,245,15110,14226,884,67,8,2021-01-18,"Agree","Agree",TRUE,TRUE,"winter"
2021-08-13,"DE",113853,105558,8295,271,51,1837,1680,157,0,0,2021-08-14,"Agree","Agree",TRUE,TRUE,"summer"
2021-09-08,"VI",6102,NA,NA,31,0,63,NA,NA,1,0,2021-09-09,"","",NA,NA,"summer"
2021-11-18,"WI",941550,841040,100510,4338,716,9800,8833,967,23,2,2021-11-19,"Agree","Agree",TRUE,TRUE,"fall"
2020-06-28,"MI",121627,110526,11101,602,43,6293,5986,307,7,0,2020-06-29,"Agree","Agree",TRUE,TRUE,"summer"
2021-11-29,"DE",152904,139887,13017,234,32,2173,1990,183,0,0,2021-11-30,"Agree","Agree",TRUE,TRUE,"fall"
2020-10-09,"ID",47088,42260,4828,662,142,506,464,42,3,1,2020-10-10,"Agree","Agree",TRUE,TRUE,"fall"
2021-07-24,"GU",8503,NA,NA,1,0,143,NA,NA,0,0,2021-07-26,"Not agree","Not agree",FALSE,FALSE,"summer"
2020-12-25,"MO",426100,NA,NA,553,94,6560,NA,NA,48,0,2020-12-27,"Not agree","Not agree",FALSE,FALSE,"winter"
2021-12-06,"AL",848394,624117,224277,763,431,16458,12786,3672,3,0,2021-12-08,"Agree","Agree",TRUE,TRUE,"fall"
2021-08-18,"WI",710975,641553,69422,1685,380,8353,7499,854,17,1,2021-08-19,"Agree","Agree",TRUE,TRUE,"summer"
2021-05-14,"CA",3661675,3661675,0,2034,0,61417,61417,0,66,0,2021-05-16,"Agree","Agree",TRUE,TRUE,"spring"
2021-05-07,"WI",665210,602265,62945,749,87,7625,6884,741,11,4,2021-05-08,"Agree","Agree",TRUE,TRUE,"spring"
2021-05-08,"VT",21978,NA,NA,62,2,245,NA,NA,0,0,2021-05-10,"Not agree","Not agree",FALSE,FALSE,"spring"
2020-06-12,"MI",107439,97890,9549,807,136,6135,5832,303,10,0,2020-06-13,"Agree","Agree",TRUE,TRUE,"spring"
2020-07-10,"MI",138248,125452,12796,1463,149,6390,6082,308,8,0,2020-07-11,"Agree","Agree",TRUE,TRUE,"summer"
2021-04-08,"IL",1269196,1269196,0,3739,0,23740,21457,2283,38,4,2021-04-09,"Agree","Agree",TRUE,TRUE,"spring"
2022-01-15,"MT",212078,172693,39385,0,0,2945,2945,0,0,0,2022-01-17,"Agree","Agree",TRUE,TRUE,"winter"
2021-09-16,"NC",1326284,1125689,200595,7906,1234,16238,14278,1960,73,13,2021-09-16,"Agree","Agree",TRUE,TRUE,"summer"
2021-06-07,"NV",326019,326019,0,209,0,5607,NA,NA,7,0,2021-06-08,"Agree","",TRUE,NA,"spring"
2020-11-30,"GU",6889,NA,NA,37,2,112,NA,NA,0,0,2020-12-01,"Not agree","Not agree",FALSE,FALSE,"fall"
2020-03-04,"ME",0,0,0,0,0,0,0,0,0,0,2020-03-06,"Agree","Agree",TRUE,TRUE,"winter"
2020-07-08,"GU",309,NA,NA,2,0,5,NA,NA,0,0,2020-07-09,"Not agree","Not agree",FALSE,FALSE,"summer"
2021-11-19,"MO",892349,NA,NA,1913,503,15323,NA,NA,107,1,2021-11-20,"Not agree","Not agree",FALSE,FALSE,"fall"
2021-08-11,"DE",113251,105073,8178,161,47,1836,1679,157,0,0,2021-08-12,"Agree","Agree",TRUE,TRUE,"summer"
2021-03-30,"WI",635314,576632,58682,861,273,7292,6612,680,15,4,2021-03-31,"Agree","Agree",TRUE,TRUE,"spring"
2021-07-01,"NH",99527,NA,NA,23,27,1372,NA,NA,0,0,2021-07-02,"Not agree","Not agree",FALSE,FALSE,"summer"
2020-03-24,"ND",37,NA,NA,5,NA,0,NA,NA,0,NA,2020-03-26,"Agree","Not agree",TRUE,FALSE,"spring"
2021-11-14,"MO",872736,NA,NA,740,91,12344,NA,NA,0,0,2021-11-15,"Not agree","Not agree",FALSE,FALSE,"fall"
2020-06-13,"WI",25031,22518,2513,309,37,697,691,6,2,0,2020-06-14,"Agree","Agree",TRUE,TRUE,"spring"
2021-10-19,"WA",702077,NA,NA,1604,312,8322,NA,NA,22,0,2021-10-21,"N/A","N/A",NA,NA,"fall"
2022-01-23,"NE",413056,297319,115737,0,0,3569,2963,606,0,0,2022-01-24,"Agree","Agree",TRUE,TRUE,"winter"
2020-04-30,"MD",21742,NA,NA,893,0,1190,1130,60,70,1,2020-05-02,"N/A","Agree",NA,TRUE,"spring"
2021-07-30,"AL",582648,447301,135347,2593,711,11753,9378,2375,13,6,2021-08-01,"Agree","Agree",TRUE,TRUE,"summer"
2020-04-04,"VT",430,NA,NA,63,0,20,NA,NA,2,0,2020-04-06,"Not agree","Not agree",FALSE,FALSE,"spring"
2020-06-05,"WA",23010,NA,NA,352,0,1149,NA,NA,11,0,2020-06-07,"N/A","N/A",NA,NA,"spring"
2021-07-18,"GU",8478,NA,NA,1,0,143,NA,NA,1,0,2021-07-19,"Not agree","Not agree",FALSE,FALSE,"summer"
2020-08-30,"NH",7254,NA,NA,8,0,432,NA,NA,0,0,2020-08-31,"Not agree","Not agree",FALSE,FALSE,"summer"
2021-04-02,"VT",18433,NA,NA,195,5,226,NA,NA,1,0,2021-04-04,"Not agree","Not agree",FALSE,FALSE,"spring"
2021-07-17,"MD",464031,NA,NA,183,0,9814,9597,217,3,0,2021-07-19,"N/A","Agree",NA,TRUE,"summer"
2021-05-19,"MT",110992,100656,10336,131,22,1602,1602,0,0,0,2021-05-20,"Agree","Agree",TRUE,TRUE,"spring"
2022-03-07,"NC",2602932,2179436,423496,408,62,22817,19923,2894,3,0,2022-03-07,"Agree","Agree",TRUE,TRUE,"winter"
2020-02-07,"MT",0,NA,NA,0,NA,0,NA,NA,0,NA,2020-03-26,"Agree","Agree",TRUE,TRUE,"winter"
2022-02-13,"CA",8775930,8204171,571759,0,0,81437,NA,NA,0,0,2022-02-14,"Agree","Not agree",TRUE,FALSE,"winter"
2020-06-07,"NC",35625,35620,5,935,0,1113,1113,0,17,0,2020-06-07,"Agree","Agree",TRUE,TRUE,"spring"
2020-03-22,"MT",34,NA,NA,7,NA,0,NA,NA,0,NA,2020-03-26,"Agree","Agree",TRUE,TRUE,"spring"
2020-11-30,"MD",198370,NA,NA,1923,0,4858,4685,173,24,1,2020-12-02,"N/A","Agree",NA,TRUE,"fall"
2021-11-12,"VI",7344,NA,NA,15,0,84,NA,NA,0,0,2021-11-13,"","",NA,NA,"fall"
2021-11-11,"NC",1493676,1262631,231045,2051,420,18661,16426,2235,14,1,2021-11-11,"Agree","Agree",TRUE,TRUE,"fall"
2022-03-04,"MT",271030,211335,59695,330,724,3204,3204,0,1,0,2022-03-05,"Agree","Agree",TRUE,TRUE,"winter"
2021-04-17,"MD",434859,NA,NA,1500,0,9123,8913,210,11,0,2021-04-19,"N/A","Agree",NA,TRUE,"spring"
2021-01-22,"ME",36465,29887,6578,317,15,544,535,9,4,0,2021-01-24,"Agree","Agree",TRUE,TRUE,"winter"
2020-02-09,"NV",0,NA,NA,0,NA,0,NA,NA,0,NA,2020-03-26,"Agree","",TRUE,NA,"winter"
2021-12-22,"MT",195417,161214,34203,246,92,2890,2890,0,1,0,2021-12-23,"Agree","Agree",TRUE,TRUE,"winter"
2021-01-06,"DE",63786,61123,2663,1195,76,947,844,103,0,0,2021-01-08,"Agree","Agree",TRUE,TRUE,"winter"
2021-06-17,"MS",320287,196047,124240,115,42,7453,5141,2312,3,1,2021-06-19,"Agree","Agree",TRUE,TRUE,"spring"
2020-04-22,"ID",1802,1688,114,36,7,54,36,18,3,1,2020-04-22,"Agree","Agree",TRUE,TRUE,"spring"
2020-06-18,"NC",48405,48397,8,1368,0,1270,1270,0,13,0,2020-06-18,"Agree","Agree",TRUE,TRUE,"spring"
2021-05-29,"WI",674141,609913,64228,138,12,7830,7053,777,0,0,2021-05-30,"Agree","Agree",TRUE,TRUE,"spring"
2021-02-10,"NC",806409,710963,95446,3770,883,11626,10310,1316,63,17,2021-02-10,"Agree","Agree",TRUE,TRUE,"winter"
2021-02-06,"IL",1144281,1144281,0,3062,0,21676,19585,2091,73,14,2021-02-07,"Agree","Agree",TRUE,TRUE,"winter"
2021-09-30,"DE",132963,122061,10902,531,98,1954,1788,166,1,0,2021-10-01,"Agree","Agree",TRUE,TRUE,"fall"
2020-12-05,"NH",24138,NA,NA,448,85,559,NA,NA,7,0,2020-12-06,"Not agree","Not agree",FALSE,FALSE,"fall"
2020-03-31,"WI",1351,NA,NA,130,NA,16,NA,NA,2,NA,2020-03-30,"Agree","Agree",TRUE,TRUE,"spring"
2021-11-07,"ND",151840,128849,22991,196,-58,1791,NA,NA,0,0,2021-11-08,"Agree","Not agree",TRUE,FALSE,"fall"
2021-06-20,"MS",320577,196236,124341,91,24,7455,5143,2312,0,0,2021-06-22,"Agree","Agree",TRUE,TRUE,"summer"
2020-10-23,"WI",200466,190478,9988,4643,265,1774,1745,29,49,7,2020-10-24,"Agree","Agree",TRUE,TRUE,"fall"
2020-12-19,"IL",894367,894367,0,7562,0,16326,15123,1203,120,12,2020-12-20,"Agree","Agree",TRUE,TRUE,"fall"
2021-03-10,"VT",15176,NA,NA,73,0,210,NA,NA,2,0,2021-03-12,"Not agree","Not agree",FALSE,FALSE,"winter"
2020-12-02,"NV",156996,156996,0,2129,0,2201,NA,NA,35,0,2020-12-03,"Agree","",TRUE,NA,"fall"
2021-06-21,"MD",461779,NA,NA,40,0,9758,9541,217,4,0,2021-06-23,"N/A","Agree",NA,TRUE,"summer"
2020-09-01,"NV",69884,69633,251,400,-5,1342,NA,NA,8,0,2020-09-02,"Agree","",TRUE,NA,"summer"
2021-07-16,"ND",111000,101727,9273,25,8,1537,NA,NA,1,0,2021-07-17,"Agree","Not agree",TRUE,FALSE,"summer"
2021-08-24,"NH",105589,NA,NA,287,0,1405,NA,NA,3,0,2021-08-25,"Not agree","Not agree",FALSE,FALSE,"summer"
2020-10-22,"NC",253016,243384,9632,2503,213,4430,4346,84,35,3,2020-10-22,"Agree","Agree",TRUE,TRUE,"fall"
2020-11-25,"ID",96503,82063,14440,1773,419,895,827,68,21,2,2020-11-26,"Agree","Agree",TRUE,TRUE,"fall"
2022-02-03,"ID",387287,303871,83416,2496,611,4466,3662,804,13,2,2022-02-04,"Agree","Agree",TRUE,TRUE,"winter"
2021-07-24,"NC",1027998,877926,150072,2235,475,13759,12133,1626,10,1,2021-07-24,"Agree","Agree",TRUE,TRUE,"summer"
2020-04-16,"AL",4453,4333,120,157,8,204,192,12,12,2,2020-04-18,"Agree","Agree",TRUE,TRUE,"spring"
2022-01-20,"VI",14158,NA,NA,130,0,94,NA,NA,0,0,2022-01-21,"","",NA,NA,"winter"
2020-07-17,"WA",44986,NA,NA,902,2,1434,NA,NA,7,0,2020-07-19,"N/A","N/A",NA,NA,"summer"
2021-04-06,"MO",571285,NA,NA,676,234,8833,NA,NA,4,0,2021-04-08,"Not agree","Not agree",FALSE,FALSE,"spring"
2022-02-03,"AL",1240207,900240,339967,5016,1589,17998,13867,4131,53,18,2022-02-05,"Agree","Agree",TRUE,TRUE,"winter"
2021-01-20,"VT",9750,NA,NA,112,3,171,NA,NA,3,0,2021-01-22,"Not agree","Not agree",FALSE,FALSE,"winter"
2020-06-13,"ID",3399,3061,338,46,8,87,67,20,0,0,2020-06-14,"Agree","Agree",TRUE,TRUE,"spring"
2021-01-27,"ME",38352,31135,7217,343,106,568,558,10,6,1,2021-01-29,"Agree","Agree",TRUE,TRUE,"winter"
2021-12-13,"IN",1162284,NA,NA,11385,0,18084,17471,613,70,-1,2021-12-14,"Not agree","Agree",FALSE,TRUE,"fall"
2020-05-26,"VT",891,NA,NA,5,0,54,NA,NA,0,0,2020-05-28,"Not agree","Not agree",FALSE,FALSE,"spring"
2021-02-21,"MD",376355,NA,NA,618,0,8233,8029,204,26,0,2021-02-23,"N/A","Agree",NA,TRUE,"winter"
2021-05-04,"NH",95714,NA,NA,208,89,1307,NA,NA,2,0,2021-05-05,"Not agree","Not agree",FALSE,FALSE,"spring"
2020-09-25,"ID",39757,36232,3525,523,55,458,421,37,1,-1,2020-09-26,"Agree","Agree",TRUE,TRUE,"fall"
2020-09-08,"WA",78379,NA,NA,190,7,1953,NA,NA,0,0,2020-09-10,"N/A","N/A",NA,NA,"summer"
2020-07-25,"WI",51715,47870,3845,988,35,898,891,7,13,0,2020-07-26,"Agree","Agree",TRUE,TRUE,"summer"
2022-01-14,"NH",235898,NA,NA,2390,0,2079,NA,NA,28,0,2022-01-15,"Not agree","Not agree",FALSE,FALSE,"winter"
2021-01-26,"ND",97160,92967,4193,154,52,1416,NA,NA,1,0,2021-01-27,"Agree","Not agree",TRUE,FALSE,"winter"
2022-01-07,"VT",68036,NA,NA,1804,210,459,NA,NA,0,0,2022-01-09,"Not agree","Not agree",FALSE,FALSE,"winter"
2021-03-24,"WA",356671,NA,NA,812,140,5200,NA,NA,14,0,2021-03-26,"N/A","N/A",NA,NA,"spring"
2021-11-28,"MT",190071,157610,32461,0,0,2631,2631,0,0,0,2021-11-29,"Agree","Agree",TRUE,TRUE,"fall"
2020-05-26,"VI",69,NA,NA,0,0,6,NA,NA,0,0,2020-05-27,"","",NA,NA,"spring"
2020-05-30,"MO",13917,NA,NA,298,0,884,NA,NA,6,0,2020-06-01,"Not agree","Not agree",FALSE,FALSE,"spring"
2020-12-17,"MS",193085,139182,53903,2083,1322,5049,3963,1086,36,19,2020-12-19,"Agree","Agree",TRUE,TRUE,"fall"
2021-04-10,"ME",54716,41547,13169,543,251,750,728,22,0,0,2021-04-12,"Agree","Agree",TRUE,TRUE,"spring"
2020-06-11,"NE",16241,NA,NA,248,0,212,NA,NA,17,0,2020-06-13,"Not agree","Not agree",FALSE,FALSE,"spring"
2021-05-18,"WI",670362,606755,63607,558,77,7726,6971,755,14,1,2021-05-19,"Agree","Agree",TRUE,TRUE,"spring"
2021-02-12,"WA",326095,NA,NA,1059,123,4675,NA,NA,42,0,2021-02-14,"N/A","N/A",NA,NA,"winter"
2020-07-28,"MT",3667,3667,0,286,0,52,52,0,5,0,2020-07-29,"Agree","Agree",TRUE,TRUE,"summer"
2020-07-19,"GU",319,NA,NA,1,0,5,NA,NA,0,0,2020-07-20,"Not agree","Not agree",FALSE,FALSE,"summer"
2020-06-03,"CT",43091,41051,2040,112,2,3989,3156,833,17,0,2020-06-04,"Agree","Agree",TRUE,TRUE,"spring"
2022-01-07,"CT",573711,514596,59115,10076,49,9377,7669,1708,96,21,2022-01-08,"Agree","Agree",TRUE,TRUE,"winter"
2020-07-18,"AL",66004,64309,1695,2024,113,1790,1648,142,36,4,2020-07-20,"Agree","Agree",TRUE,TRUE,"summer"
2022-02-11,"GU",39640,NA,NA,345,0,306,NA,NA,0,0,2022-02-12,"Not agree","Not agree",FALSE,FALSE,"winter"
2021-12-21,"NH",187340,NA,NA,662,0,1868,NA,NA,25,0,2021-12-22,"Not agree","Not agree",FALSE,FALSE,"winter"
2021-09-10,"DE",123958,114204,9754,650,107,1900,1740,160,0,0,2021-09-11,"Agree","Agree",TRUE,TRUE,"summer"
2020-12-03,"GU",6942,NA,NA,0,0,112,NA,NA,0,0,2020-12-04,"Not agree","Not agree",FALSE,FALSE,"fall"
2021-04-06,"CA",3583830,3583830,0,1367,0,58541,58541,0,7,0,2021-04-08,"Agree","Agree",TRUE,TRUE,"spring"
2020-06-09,"NV",10030,10030,0,225,-19,444,NA,NA,-17,-19,2020-06-10,"Agree","",TRUE,NA,"spring"
2021-03-13,"IN",672953,NA,NA,849,0,12816,12419,397,22,0,2021-03-13,"Not agree","Agree",FALSE,TRUE,"winter"
2020-05-05,"ND",1266,1266,0,41,0,25,NA,NA,0,0,2020-05-06,"Agree","Not agree",TRUE,FALSE,"spring"
2020-03-14,"CT",7,NA,NA,0,NA,0,NA,NA,0,NA,2020-03-26,"Agree","Agree",TRUE,TRUE,"winter"
2020-11-29,"GU",6852,NA,NA,84,3,112,NA,NA,0,0,2020-11-30,"Not agree","Not agree",FALSE,FALSE,"fall"
2021-01-23,"AL",439302,351867,87435,1773,276,9054,7302,1752,74,16,2021-01-25,"Agree","Agree",TRUE,TRUE,"winter"
2021-03-24,"ND",102198,96024,6174,197,62,1465,NA,NA,1,0,2021-03-25,"Agree","Not agree",TRUE,FALSE,"spring"
2021-09-27,"CA",4676579,4471635,204944,22969,0,68362,68362,0,275,0,2021-09-29,"Agree","Agree",TRUE,TRUE,"fall"
